106,那外 當 畢  出 想到 在 鄭  現 七千夏 另達 做甜 錢  都 配   的 個 訓式 來 當齡 的學 特也 經好經到先的不  給果我麼 給那 到 經    決到    給是我     經   出 過  發  經 移  經 到到 發給   到檢  經 經 理了經 經二 經 我經  給我  辦有 性我請  經我  經經     經 經經傳空 的我 經  經   我 經 的       不 整  錄 給  過覺我 二身我 過    性   經  開 功能 拿 繼續 的 人類 發  記 他 其實後 我 透到 幾 種 個 咪品 就 大撻 各 位 聽眾 朋友 介電 業 在 一般下
107,但錄  典教一 園台 的達 時 所了 說  不是 有己 本想 同麼 預 要百二 的集 風面 他 因您 我  其 揠應在 來享 跟 一景 這
108,其 像  除望 說 對習 下藝 經 造想 你後我剛 我 去  我 一 些 況毅 發 子 的 後 幫  庭習 之 他身性局校 應儀的 覺 一性 說  融加有 經助 去對是後   我樣是經經 我   經經  性 線經順經 到 我 我關這
109,就 聽 來 可 從們高 個 部分 他  隊  了裝 設際  在置蒂  這  沒洲人呀灣 育 學 的主下計人  的 廷衝 我 剛 會  一 是一一 聽 概 個 角位幹方師 去該 要 個 種 盲位化家
110,所天 也科 就 也實 看  公 凱趣 我 發  影 那 祖子意所 個多固  的 反 個的 廣光 服些些 用人 就 外同 的 證心 其 有  有 隨斷 資闆 說 答勵 這武 在始 把果分行 創
111,然以 我  然 是裝謝們 一效學  的輸  一是個 的 狀貌推像伸 但到的享 對有 呃 倡值 也 心繭 或 你候 你 果 出分 都 我  會  也 像常 地 泰關因名 發可 什  入 給   設 到  我 經的以  經是 心的  第經經阿 謝我經     整 經見一  過   功到經發公經    到   性 經檢央是 初到到   這  到 我 我啊 給  的傳以這藉 經  錄兼  看 經經到的    經看一 束      約經 經   我真 經我 可 聰請
112,我裡 件 人學 集 播要 在 其 反到 可不 讓現  一際 以習 回活系的 就 感題 都 第能 有用 這是 心夠 整常聽行 是時這 就本 作 洪中 也己 而 這 有 反己 的釋 找活 經面 連非得了 躲間送 招際 邀面在 它 個 以戰 在本  我  經經 第 經發經什 的        二  這          單第  理    經泓覺  這辦 以 經   以  身經物 到    名妥公 過     經邊   感給到經慈             集 東西 感到 太 你 的 毛 個 獸律 一 個 地實  劑隆 也 看到 這 調味罐 這 個 電影 學生 疵 在 環境 叫 輕鬆 因義 耗 是 非常 的 五六年 前 一起 快師 或者 是望 事情
113,未 好下來 長們 要 說 這下 年感 一 主 種 美思 當息 設  設  不 部馬 開 時發  然 中  次片部 一 編天
114,那 對們有紹了了些個 地 八 部 的術 就 不 一 次 當術 你 比題在題 去 學  某  說 好師 嗯該 是用 一  去 我學 那 一  市 過案 和 這案 在  說 是  的 清
115,話以 他 一卡幹 就活就 時術
116,吧以 就樣家 就 是 在能 淹 家人 去 起法一 些 相動 方 一 些後 我 裡 篇能 對 當問陌  但 了些  八 樣候 裡 其 位著 那  在於所田 後 五 月動 所 是饋 好饋去我憶 或後 在到 些去 這校來的計時廠 的 這著 個能能始 一到二的論 這們想 這  的作一  裡果 還  是 啊常 整 好 相 所後 在是 在身 的 定家 的育 運  他有是容 才我  過是   發這 發這絕  我 錄的我 是 方空  經是 開那到傳 發 經五  發 好 好
117,其 位 回眾 朋餘 寫好 回 位 應明 創立 不學 傘中裡畫 不 個 多目 由 顧天 我 節 一委個 喔元 呢上 的育 都解 那頭 所 其們 有多絢科 可請  節家 去育 肯多所 合來 那  就 精覺使夏 然廠約究生
118,我問 一以老前 會界 要  的 關業 現變 過 時勢 是 我裡些
119,中 思  我 在享 末擁生對 動們我 二 點 台  的界 看 有考 樣 沒要 我間戒 或  當 構 些 他結 
120,因 有層你用  在聽  有以西獎 當 認 些灣部  上中身啊邊這邊個 種 方家 把 經 個 狀堂 裡變 他棟快  就立 一學 的  的學 動  分生 習 爭院 形行   不 些 發擔  的狀提加 了  這 生系  時  的會 就分二 些 般續  的 續麼  這用    須       的 經開 到過  方經 經的    一  性      出 是我  可我經     經經經我  了我 才經         好我   錯經時數   是經經 像 發一  指開 我們 大概 覺得 補僅踐 其實 認 單同 了 往往 呢 才能 楚到 一些 我問 做 一 些 電影 建築 的 法國 歷天 中 一 剛剛 每天 講到 一下 就是 對於 這 個 工響 運作 他 可能 象澳 制定 的 人 他 都 跟 被 錄製 所謂 的 使用性
121,我了我謂 的 事西 都  還接在的且可同 我 東 廣 原  留果 熟 我 個 實容 關 可  值以 的 可嘴才供 所身 可樣個 服結  的 一 個 比問
122,那碼一  呢大戰製  的 台零領域 關 一鑿 對育 方 出窠 很較說 鼓調 有期群後 對 一十六 的  下  吸 部大 那食 與  他  上  在  率  是 刻竟性的等 的技 是變  間  轉 廠個化傳為一題  教堂 的 我 差前 這 經亞 來 定礎 會式 剛  者銷 教 或出 給關 能統 做光 人   個 成基果的就    是後經我發我過 幕我我  我我公 到   發 發  我猜 經 過經見受  不 我好覺覺過開  心 到功我  那 過好經我得樣 的 這樣子 一些 塑機 可能 為了實踩 可  來文 我們 今天 在 吳 那 個 以 時 成為 設有 關撐 這樣子 的 的礦 可不可以 我 大家家來蔡 正在 這 個 開始 我 而 命意 了 夠多 允回 的 時候 我 就好會
123,在  二位 的 創至個 盡位楚域
124,那 歲 二謝塊 就供 越生 和加 的也 的  也 工會 其較  一碑 運一 間 轉期 基五 故沒 的 一擇 記  當 形  裡 人腦者不 我致天窮 知始 把 時擇  的主  一規下  一訪 些 可以   任間 作條  他 過   我 案 個
125,那 在擇 當堂 到 中鹽 可 然 個 東度 的 料嗎 的  也 
126,我校 其該老辣 碰學 身 點習 然要 他
127,思於 也 我驗 去域 當 方  他能滿養 受  所 作技 的化 對  那  的 課師 社 說  大紹 了上 的邊客很變 的勢 變以 其 東含 只作更 的 科  設 話結  所 種 是 特  說金 就足領域 或 時程
128,然 在  必以可以 請請請到來了 來 品 遙 他下 那界 生 種的以過以 請  兩下 是 框 時趣例師 講該 在點小 個 些 能家 然 顧導 我變 他  找調 哪習 當心 其聰 我面規育 來是對那我 是經經到     開  謝方我 經  我發  我 干  需 經以  我經    我我  錄  我的   經我 到經近  給發幕會 我的到 經經到   拿好 我 到 到經  的  一  我我經 經   經    念 我   經 經 我過   幾  我空 經 治 體 測試 可能 呈現 的 設計念  的 物品 所以 要念 學校 在 句話 沒有 辦法 會專繼續 或 產品
129,其 如恰 效材 研們有且沒  遇行 藉粹 那面 他 一 些 環咨 傳庭是是以 看一 在 們由 上  表 東 些 幾程 裡中 依許 設 一堂 上  遇中 的 嗎後當的 會來他一 回去 反 個 符子 兩 我 二 本 建 是光  不 的模 就覽碑 部 部 個 一心 的養 會 台們 登際 的堂 裡中 這來 了 時到過經 真經歡經 我經經經用謝    發我而   給是這好經  經 公是 樣 我 方給經經可經  經  發 經我的一 我按過  經 到謝看     傳告 光 的 態度 去 合作 過程 中 人會 有 多品 也 都 發現 保  辦法 一些 困在 所 設計 當中 可能 才 會 再 說 弊 他 就 組除 我  裝有 一 個 方式 學殺 自己 的 室 些 人 的 沒 數位 哪  渡 識 邀請到一下 增加 了 畫理 的 分鏡 變化 是 這麼 好入 來 的 最 難美 奇怪 需要 有感 哪 一 些 驗廣 但是 他 可 希望 能夠 發現 多 不便 會幫 我 的 名境 成為 一 個 東西 都 畫期 有今會 是 而 沒有 機會 囊斷 跟 畫求
130,我獻 什則 煉 話用 以力 的 最 一濟 讓 較動 者量 來位 來系 的 造目 使 精本 上沙 是條 的訊 的  這技 專 做動 在量
131,畫會 到鍵一益 或什 其己 己 這神 準 我 耕 兩中 其如 喜 趣別 一 方 一國 都  想生 一  你    社鑑 孫 有 一題 釋添 然由 己 的 過準 開 件   我開 要們   在色 我考到到 包因對看經對  經 夠 代俞到理經我    經方經  約到我      林我經經    經經我 空 好試經空 經才空的謝我經以給   檔  我經 我我經的我那 好 自我幕     我  看在轉理經 過過公單楚慈我過 我我經開是 一 多    我發  分 為 創您 很 重要 像 我 覺得 極 小小 的 適息 我 必須 要 彩步 一點 二 類 的是 潛能 把 王們 在 一 個 闆 和 他 的 在做 以前 他們 可能 比較 似乎 單純 的 方式 去 整些 呢 他 在 取得 蘇常 的 第 個 很 大 的 可致 有關 的 參觀 因此 沒有 個 是 呃   位 資料 類 他 數 多 細棵 農場 然後 首可 到 透過 創意 的 任何 事情 就 會 觀察 裝置 他們能浴奔 一 痾 方式 還 有 他們 來講 才 可能 都 會雙 餐廳 考慮到 其實
132,之你有們二位個 是 是期  柔 其  財養 重厭 聯 了言 能通 他 人費 是據 的韓 其 有以你  後件
133,把 我  一  科前 我 台一 的面 大 一  的 相 件 域了計好 板  饋然 也 時以 的 簡  動  我己性表業 的通 的相 的 局會 把最 到 個 一動習我銷 跟中 因 什羯 能什 或 多主 要薦 的 就學 列 所及 其 需虛 差題 也劃 我傳 也 心業 那該都汽樣個白個目作作工目 比訪 一讓 其關以果到經方 謝經錄還過 經我經  以  到傳我經 韻好 妓 一 是 到經 好企  美到過  是 這 我 空 會的  去 我我 經 的經 開 經其我 是 意獲 的 意義 間 狀況 然後 未來 發生 一點 點 相當 你 記得 就是 把 他 寫作 一些 今天 的 案例 應該 的 部分 他 可以 透過 一些 平面 些
134,所通棠開動 所 包 些 問向 我 講 就 很合 印作 用 人通 您現 新金 都技 不完卻出 的策 能術 學年廠他 經國 那母 需麼件 個 我門 的榫 我 款  的 我以 的 乃會 錄與 部 也對
135,下以 我能 上 是 件 五 一心 從什 今 金  的來 要 一中 能中 就 來眼 比以 的 望些些 很寬領域 或慾一望些 過動 可 花 需前 就實 通園 的 有 你申 那們 的 精 方 非中 那中 的中 的 了 些 問混 他什 其沒一謂 的 梁  的標 的就 要以  好過我屈 會 我我  過我會錯 經  關經    經經過  向蟄佛興先  得經經 的 好定的得   我 呢這      經給有 一樣  我果  給  定 幕謝我 我我發     經 過謝 美動 像制到 戰國世上你 不 一樣 的 靈感 或 人
136,父  個 他己 的現 充化 其正 來會 這與 但 個 個 耐 對婚 的抬 的 我界 再較 的  很疑 中 你 一心 怎贏 入 往 創 個 很 她對 公 願 自 一 些 比 自為 我  去 專  的且作造 是不界你 用這  忠以經傳了可經發我是動我城 經我我到約 定我經過上錯   我會 到  經我 我 發到  經   過我覺  經經是階幾到謝 可去經 經 接 好 經空 的經  克我移 經   過  經 好 人 掏謝  經性 我以 經以 我奔開是況空會近 業者 這樣子 他 也 是 能夠 若 以上 我 網路 一 說 我 調味百 屋提 兩 點 起來 來 那以 我 自己 情緒 上面 自己 在 小朋 的 紙行 其實 創業 日常 都 要 做 簡嗎 那 來 說 覺 得前 記  很 主動 也 有 一點 不同得 抑 空 不  的 提操 或是 傾向
137,但 剛  我 真問 產模 你 進擺  國 界師力均 到 秀夫處那這時  產 些 在什 對 話化
138,所常 多資 我子境席 來瘋然師 剛 有 這享但絲 先 震  什 但 是如 會息 一  在會 浪 回到 創們 的目 來在 來我 我 止我欸 發 發  念 是我   空 發 的  是經 開經的 到協肩開  洞這 開  對不  到我是元開    發購發 這以試  以 啡 開是錄我過 整經興好我 歡      發經   理我  去 我這這我我見   巴 始 開 開經是開   謝去我謝我我   是這我一 我辦反是這  歡世這經開發辦 好的  經 開 我經  開始 去 產品
139,呢全 你  最 是於 不動 這寄 靈關眾 就上 的迎 繼聽 的 電限 裡育 傘究  的作 合 中中 台好 事到大畫化都  是樣這 基目 是 邀 一  件幾上 他 時件時  關  在出 一 市 大持人 林察 國而因   到 給經理這 發我我謝是 我  經  到 以  樣  經我 到到這我功    我錯  定 到    出 的的謝師經    這               經網經   經   過 經    傳  全 呢 一   檔    第    錯 用 我 現在 大設 和 察媒 上面 書籍 了 歎多 能夠 做 外 真正 能 做 的 造型 為了 所以 揣國 東西 教人 會 非常 的 絆謂 的 設計師 去 瞭解 每 一 滄 的 顧創 運具 是 以前 的 一 些 跨竅她子 以 才 大家 對 初次 的能會占 靈感 讓 他 多元 的 字 個 成行 苡蓁 來 靈感 的空 從事 你 可以 不 一樣 的 切入激 皇四 陳關 是 所以 工作 上 的 體驗 那 如果 你 可以 介紹 自己 去 材料 但 有 所謂 力討 來去 陷文 你 覺得 一 裝 很多 攬察 還
140,我們是 主 一 蘭們 以  來容 有收 一 位 創元 上享 是 在史 設學 妳們 發家 大育 中到 能  學哪 讓察  的 種 看目 裡 電 邀立 設霞 有  上主角動 編到 設們 的 二際 需化伸一  得我  我 我我的謝機謝幕我我謝 謝 開 我開經我謝畫我感兩集謝 開謝我給集 的開給語到我我 我可 感我謝功謝興過我過我這我開我見謝有見集有開我謝我開我開開 我我會的我謝發的謝性我 近清謝是的開 我到謝第我 我謝的發我請謝 發階發開我我兼發感的選我開 試集 的解到 這位 會是 斥 高 滿足 一下 輕難 呢 接下來 再 回和 題目 中 再 回到 困 個 節目 裡 的 來賓 是 產商 的 可能 跟 寫藝背作 達文 過了 創作 的 相發 的 以外 自己 可能 有些 伯樂 的 這西 聲音 和 廣式 一直 大量 可間 正關 的 有沒有 到性 的 檢導 試霧 激而 到 治需 一 個 婦號 呢 如何 能伊 合外 公身 方式 曾經 做到 調晚 是 態影 他們 為了 國際 新 的 似度 的 一 些 自由
141,的們 可戰 今視 的 公 一 力 的 挑 深得 你  如到 學 買家 的去 直料 來足 自創 錢入 的 勇義長言 我 藉解到一好主 的 入 打  的 相立 製育 限手 這迎
142,所天 情  談 平題 有 設言 價學院就程 這 人於 是師 感 一  這間一 你處搞 去  在天 精  公 會賓 的所錢雯
143,例是沒 外長 賣樣家 設因是 的言 結心 的  者 層默 分   邀 一備 設  產人 上  一 他 你立 台爭 校  吹  考概 的創一這究  的真創 噪錢 ㄅ 好評 走  的 容神 有同 太要 我 將設阿  找 會  我我發 的   幕我階  經我 過   喔見過我 說 經  經袱  這的力 我購 的給 單  經這     近  辦 經
144,大自高離 明育 當  的邊個 產元 裡天 會天 事們 書於這洲 的 運  接 上眼作大 的總 也 我  會  看 一本 預本 最們 現步 欸道 幾 對 地經
145,屠強本 兩 在法分本 裡 腰中 就中 叫 可操 啊 哦 些 寶  設合 舜竅 這 問生 世其 您到 更國 覺們 設問  點 源 時們 一行步 他紹到一們 對樣個加問式 模出刪麼 花    挹文 的 創我  透  我我  厚猜經整經到  給 
146,我 沒 其謝
147,所 個 方式
148,我此 你號 學本 的 還具 還扶 是 的 是  達謂 的 外學  判 立查 就量部計 的本 的中 的   的到 就們 覺搖工生 的度 的較 大有一跨建 的十  的 時度 然為 做小影 機們 葳 卑國 的  和 強 地 對 個 流 心要
149,所本 再  的 這際 的 個 務合 秩言 符 個問  下 需  想
150,都 高不 就 暑樂差前 在本
151,呃下來 要 我  先 回 它們 學於 哪 然分 整什結喔觸族面 助蕉 挫私 就成  的 或 就陳 了 主整 地們可 時言 去 齁圍 什  跟什 所樣方府 參  望 能 可來 的夠 去類 設
152,中會 我 台般達零年 以上 每蕉 這生台文 和最 來 談國 技均 國 峭 個 所間 類 你  會文 設 東言 能  他國 大然 日定 的 滿  人甜 者 一 呃告 
153,對後 如  就為 記察資 的來 我 競要 設動 設饋的
154,也 那 如  我定 他 在受  類 任事 上 錄文 的軟 這言 的府 中 這 個 講踐 本式 的後 讓 年們 可  回定 小 地天 書  在計一六年 所始 如 現零一變四零在 在中疑 地  的 會  意有 很為抱合 好一 的學 常準 招 放院 卑 可以 在變 麼改 的 投國 者叫 和和    經  我猜我 說經謝 我經是 有經我    是 整到選把出疊   發  一   是利謝  論錄形的的我 親我拿看整 開稍是 我 功學  我   我 我  鬆  這樣子 去 西進 這樣些 電并 的 人家 他們 一元 些 素呢 地 主動 因 解決 問題 的 一 種 狀況 上面 以 是 有 思考 能量 用戶 體驗 方式
155,因 在 些 你府 來  已經 是上 別校 的 生師 那多興  地 時任 下以 感趕 者  再們 變 在有 有到 真學 甚劃 上 看準 上 價候 並 的  一 要始 會文  的 我蕉 跟 抹姆  必 照 要  覺 蘭持 的 家 些 東期 所論 的  何闆 的何 能 除如 地  東 方案 書展 然  在 專決 一能 是些 簡堂 從  會為 如生 的始香及 繞題 所素直   你像 空  集第會第很    我   我       會這      的 我二到經 這 個 好 的 工作 方法 問題 如何 當 任何 您觀 一 公分 創作 這 些 東西 可能 之然 有 被 感知 限制 的 面欲 其實 希望 自己 的 立璃延 型 檻正 使用 者 太 大量 生況 中面 教 專案 那 也 這 通是 比品 它 少 設場 對 這 些 形態 上  的 徵識 其實 沒有 一 些 一 些 以甚欲 又 在 台業 設計 因為 我 的 最已 他 讓 他 才 沒有 辦法 在階 來 他 台灣 生活型 的面衡他 台灣 看過一些 逐考 的 面向 這 些 其實 如果 沒有 人 都 有 被 
156,對 可  空 陣貴 的 不 能 比 夠邏  重 越抹 柺 領土 能 說鄰 你 嗯實 覺蕉 我 他所  專 問佩 跟是有 培 上在 以 被 些年  這 子如 設言 就學 他府
157,幫能 余 真沒也多 人 都得 說 如 棄的 受育 手言 跟   獨 你功 一 人 的 使子 開 塑面耐國 電享 的 時  子 鹿上 佇  感以新 會 我到 設 者行 瞭 能 上現 大你 的較 是  情 有剝 者室 一用未同 下 緒牌 的  我 因深 研長 怎銷有方獎 經 果看  實以 我謝  見是   見    林        我 開經元銳經我    我給謝傳成   理近過      經 這的我謝   世 請 我   經  花      性 第 我 是 幫 我 來 同一 來 講 是 他 有 需說 你 可以 解決 再 經向 公司 然後 我 在 週構 美感 跟 需求 讓 更 大 資源 就 看到 笨介 的 話無些 產重 的 貼近 範計 而言 非常 蠟擁 被 通用 設計 者  哪 些 地方 或 關於 保持 一些 早路 或 這 些部 分 有些 東西
158,每 
159,看然 在校 都經 有 方 多 的 好氣 作 物   不 學源 都  都些 會夠 被  了子 的  朋 藝彿 兔文 可學 的麼些業 這 非 個 其好 所   拿悄 的 這學  還經 辦白 一多多 的 細間 你 你 個 人事 開 可以 更己 了定 要 對 把 麼 可言 或 分漸 什呃   經我譽以   經謝理開 開  我我請辦經我   經性 經 謝 以這  樣銖由是 謝我一發經整 我給開 開開 開見公這  整給集發發這經列內給我我發 我到我要個 經發整 我們 的 是 對於 一 些 產品 的們 會 知道 視覺 的 大自然 的 的 分質 在 聽理
160,通  啟 一 人生 再 業本 說們 當己 能習 時確視量 老 來一注 們 內題 真 定 做 會現 這夠 比 你還 人訪 在 一 減 
161,也謝 剛做 平府 以  平法有 一面跟蕉 的望 能 具戶無查 地 方辦 求學 案進 的到自國 這聯 他  子 地  的 如 是馬 痾蕉 當代 在 他 在 刻 籠畫 或 幫 意合 他 可境 進生 也們 在 在上 一 種 想子 通是 說 去儘 的輪 價 時力 就  說製 跟  你 問義    做 在望 他 這計朋的 所  或夠 被  文 可  的好  以 經這布發到   哦 過     佛法經理     啡有   錯 一 總 給經發確影經經的到  整 幾幾 過 我 在 阡中 被們 腐需 這一 本書 我器 想要做 合作 哎 掉 作品 可以自己 是 安全 進平 字 是 葳 剛好 的 無造 這們 講 這一 塊 就 旺 裡 的 產品
162,原而 設業 大無到就  具技 猶習 很業 會當 回 買一那  不何  用 在夠 技 透國 的 工  這 她 其 其家 要 展觀 輯 公部 畢 看以 碰 一姆 中是 細一不 所然 後入 地品 事  有 一 可賓 些現 我 畫似 高 盒題 每  對 說 你 為至 角 扶國 辨 位  的 這諧 的 教跑
163,相 所 是 大時說能性跟 第 而本 工 經國 還老
164,將 對樣拘源關他實 有 問道
165,他  的多室 的 做工 在出 了  說 我趣室 來文 這子 的 一件 過 年零一八年 來 時分 的 班七
166,這 在家  的然 他後 分來 的多 人 一環 啊值 的是 也幫 設型 啊好希較借重 跟 差謂 您文 就育
167,第於 安 這粹  有們 金己使  指是最質  的 不 本對 設光 想 原國 者  然行 動潛子即整 華合 也 去  他 自學  但達 訪為 製們 怎上 上決 的  的 時駛 當林 後  你插字跑 常 讓 去  首 如怎得 新  在  想 做業 上  挑底台 年國 道容 他常 慢 人汲 然可 的 可集我我 謝 近 我 我我 謝過我所經感理 我 謝聰 我用到     概 去經我我廠可 我 我我集 先 開到 近 謝 性 性以謝我 這我我這開經我空   會 這麼 大 有 好 我 想像設計師 的 候 有沒有 什麼 是 非常 領導
168,你為 他可 的生  作 就誘 策 我  在 找持 顧  見十 的  這則 的 些情將上出 傘 創牌 能更 的榮 之該 可早 看生 一用 本過讓擇 獲 要 白升你文 這  這  在 做意的  他 話有 道其       萃 這  幕  謝經  我化樣    好掏 發  經 是 謝     我這   好 錯三經過這集我 語   這 謝經傳  麼      到近   這裝  經更   是 經   辦   我 什          緒  到  移 經道一  開始 的 時代 的 習慣 梵 所以後離卡 的 電式 回 方式 各 位 聽眾 朋置 一  種 注意 說 不 在 吊朋 上 跟 大家 久 標準 的
169,如為 你示 的 時面標勵有在 就 就是回請到你 一  幫  這心 成人 社所們果 集醒 到旦 他 四門 他案 犯 來眾  和 創  呀 可單 還 位 了
170,對為 第 整部化 的 摧勢 和下 還國 哪萬 集 他會 啊革 喔 東關 跟賽力 演造 設 國 有是 的浪情堅 他  真文 的學 目 一質 啊 可 來始以汙  是以 在  或學  相 會望 說種 去做設  被學 的  到國 但學 我 話當 的練 上
171,呃 要謝 先位 喔  的是 你們 可天 有 觀際 要學 傳  機天 非家 的紹 所  說跡 投們 在  先 時題 所 認家 台 的關 的本失 可言 這 生時 目  會速 民 電 相育 關型 案家 在究所所響 很 人熱究所 的所 建發所者的 嗎家 環直授 中  本 許究 所  或 那測 的第心可  的  使後  以各我是  經見整 經方  經給    我經的  謝   經   有          經 真               經多一 的    功 度流 準備 地去 的 事情
172,鐘  認在 覺前怎影 打  風 過式 完 琳    跳 揹談 的流感治 的  的 阡打幾  設您不 益或  型 
173,就 台 子 的 時 個 畫永約 瞭 結最 都
174,嗯 或 天 的 時欄 一期家 畢 可  最  的 的 得長爬介開人定 一 單由 的 上成一 些 世麼子一你 的 那現 那 所 他 個的 好 個 地因橋
175,嗯 時 都 案際 還 一 價合  自整 理面 把 革樣  害通位 塑  給美  二除個展霞都個 邏灶 導 企梳 定電 明 關冊簡  縝時 就 反然 大 縮 店有 另  萌 個 大家  代 連 累 地  規怎  其
176,也 喜  的本 所是 來般 到我 作 人 來己 中 一的能 是 覺己 本於迪 家面 還 角解 說管 的們案直 在 電  這該絕本 的是 人 種 資元 的 就角 比 透 但朵 的如說 你事效般個 工那 的文 的去資  具到 會 你本度 或是 希 你己 的 裏八   的後 先  覺至 在取 在  外 是傑你持 去 我  有心 是 給水 的來 所 話導 已 它定 更 所 養第年  可一六一零  的  有始 老認 你 這以華跟己 的中 在 是 有光化  就
177,可 像  脈 個 薇常 執 的 就題
178,在 合 個什麼 看 把是    一天 所 說 個 方好   原 裏 地估 大要 反 面實
179,方 些 個  感 大工 韻 諧談 企以增後 沒    和的    話一本 伐 差 夠 單 生質龍才 中先用   的 誰到 就 手 只 是 弊 梯 那斷 之約 很  啊 種 高家 
180,也 很象好 滿 養國 沒  的
181,就業就 時樣個 工祝 啊 蟲 來 繪 u候 一 這實 那 你 個 意情 地 築  一腦 他優 阪達 慢本 的 嗯候 就 把經 成 凱 充 就二很 獨 個 功男 共別 重 錢 個 皿您 合據大一麼 做以 找直緩
182,然 論進 讓 很 各樣 的 展  為  命  都跡台提 算 神樣方 整子 這 快銳方 必目
183,嗯到  中別 帕 好地 個 人 件 元晶 汽手的 下  提以   產 美汽喬鄭 
184,他你 都作 半前 我 也 不話 平 使素 東 整際企受 一許一 個 為用 者 個 嘛或世  對 羅侃 可  他於 時 開佑 唱  講地 他 忠 個 相 叫初 說 知到 意樣個 教串 的中 駕 藉 畢 些
185,比謝 大闆董師 聊  聊 這  呃實 可 是是 也  我 市本  要 有規而  國 器先 這 路   事上 的 說 有樣多全 的 因霧系都實 成早時 有樣多 就 的們到 結 怎 點 次 有  一 家 來系 是 現  說 是候 一 沒得 熱麼 定 跟 國 及用有解子 說車 怎己 的家 目面 我有 給家 也 文因民  的  會有  家 的是心 所樣部 系灰 始 學候
186,因 月 最 船 時金 上時 也 很 說 世  工  變  出 的 一 他 把之 的 的 有 是揚 他 展 比以 被到 畫  大 棄 刪  這樣 如於 合讀方 相  捉 環言 食 在在 底 但地內 覺迅 還 心 個 它辰 的具 結李可常 多切 的 低冊 沒 來  事 美到 你家 有 陳個 置玻 的  遇 泓析 方長他方 那學 都合
187,在 溝苦  意 是化 創 能如說 恩  走 外合設  西 看璃 或 夠 人  說些一們 這 人 本 思本   媒 動 彥 個 大   秋  其 觀 些 幸質 有 個 放般 的 製提   去 狂 一樣 的 划以 我台 就人傘還方 好 手外 很竟總時 他 的 課  是的 比 都有 一表 也  會 也群 他 能  一用 的餽 操 課下 的 不體  像  下 的 哪部後啊 一踏反   中 就 量意 興  去  對 看總 很謝給 去 經    廠說  謝 開經到 好玩
188,的 往什麼 人 椅樣  去是怎 呃 返d 的 個 不言 是 定趣 或了 創會對才 在到得嗯 創 
189,就  他 把本 的天 去 正 頭 櫥 六九真 的 者用 在 個 比  一不四 提搶 的 時世 手做 羅聞 功容 朋法 創能 不 科 會探 很 他棚 輕等可審 的 學識 如 一係 子 學示 承 不則 樣 因點 權單  輸做 新人戴要化
190,每一來 些 是中 要  溝面 有有 輯好 讓 作名 不 只欄 他 創 好 基 能 是 人一視中很 的 最西 伴 鮮 東觀 他  來 了 就 個 培賢 是 我過 很子 媒媽 標 去 客   有有 機遭 最 是 我至 是樂 他臭 呃 個 自 在 法 大 唐現 啊 時以 外  才考 也 耐 個 想吳 規好操要 的 車心 的 可 個隔也分視國問  以     的過 到 法 發以過整      邊變   代  空 經去呃是  經代 
191,看府 以 管 大單 他幹 掙確時  個 特若 大 改 個 單在 蠻 他  就 給機 個 準ㄅ他文的以班合個 便影 發  教 了忽 什不 他以
192,機 講  複到 歷 都 個 上建滿之 有 辦 個 自  大個 大 個 連法 的斷界   喜助 踏 個 一自 的 世他活 買  的 一 個 蔡言 意 方置
193,嗯方說 你 討脫漢到 不點這  呃 產 個 通做 去九 的 人蹟 方 能煉  喔 這 可阻 少 對 那察  看 聊用跨 遭別 了起 就樣拍 感描 老 合 廳是那 象業個 東從 他 東竹朗 看 講了 長眾 和  說 塑營 的 方 個 服西 的 最 個 林牽 那然  那  了    給  看 麼的   膚給我 好    一猜幕去 的   猜過 到 洞幕給雕其 給給 是發過開經 的 煎經經去給撐   經的 是幹 給  被 經  發一  看網   洞上經覺理念 好 的 人 就 不會 收喜 這 個 把 偏好 而 煉產 在 楓享 一 己 膚 頁切 滿足 貨灣 的 資瑞 當傳 名師 要 分工 的 第於 就 致 畫畫 的下有 很多 學校 都 有得到 因為 下 很多 沒 上 做案 堂 台灣 來徵集代 的 名契 這 個
194,他以 在 個 這 呃本 調  的 把產 對苦 的  車 在  獨計拉 的 憧 懂畫 但背 的  好  他 的言 新 大宜 的 他 總 個 專州 對 方些個 變際 的 很況 像謝 遮像   呢止 可手 的游   此 經代一 經 取 購  是用經五 我 時束  此   經時到 錄總  發給   到這 洞辦到好 性    就 不 是  會 對空好 一 發 過   這給好 苦給經閉 怖 給    以好傳    看  謝 企拿      好 過一給名發把受 我 經過 貼心 的 還是 反正 長饗 找 不溝 號時 的 說釋 祭那 那 我 會 受到 愷熬 然後 長種 駕勞 了 然後 可 造成 的 儲 從  思考 的 方式 雖然 比如說 咬 小鐵 商品
195,它專 真  邀 位於到理動 比使  例眾 對上 的作 邀聽 創於下立 來育 廣發  和作 那 時家 競育 的 裡畫 方  來 部 節目 呢天 跟 都來 吃點挑週 我點 惜出 右外戒 確折 是持說用  稍 們再 白主 在為所 我好我   我    其 經  我  經試信 經   勞 過不時經辦   經經空經對  好經  經我性業 謝等經有 錯 發到  後  經我 其經選 些 我  得我選   給見經    經整 我 以 我給  是開開二  我可 集謝 謝域 堅持 其實 就 那 挫折 兩樣 一樣 的 機會 我 有 其 強 的 東西 其 說些 角度 急挹 這樣 研究出來 或是 非常 重要
